genero,title,vote_average,cast,director
Adventure,the legend of tarzan,5.5,Alexander Skarsg\u00e5rd Margot Robbie Christoph Waltz Samuel L. Jackson Djimon Hounsou,David Yates
Adventure,"the chronicles of narnia: the lion, the witch and the wardrobe",6.7,William Moseley Anna Popplewell Skandar Keynes Georgie Henley Liam Neeson,Andrew Adamson
Family,"the chronicles of narnia: the lion, the witch and the wardrobe",6.7,William Moseley Anna Popplewell Skandar Keynes Georgie Henley Liam Neeson,Andrew Adamson
Fantasy,"the chronicles of narnia: the lion, the witch and the wardrobe",6.7,William Moseley Anna Popplewell Skandar Keynes Georgie Henley Liam Neeson,Andrew Adamson
Science,x-men: apocalypse,6.4,James McAvoy Michael Fassbender Jennifer Lawrence Nicholas Hoult Oscar Isaac,Bryan Singer
Fiction,x-men: apocalypse,6.4,James McAvoy Michael Fassbender Jennifer Lawrence Nicholas Hoult Oscar Isaac,Bryan Singer
Drama,the dark knight,8.2,Christian Bale Heath Ledger Aaron Eckhart Michael Caine Maggie Gyllenhaal,Christopher Nolan
Action,the dark knight,8.2,Christian Bale Heath Ledger Aaron Eckhart Michael Caine Maggie Gyllenhaal,Christopher Nolan
Crime,the dark knight,8.2,Christian Bale Heath Ledger Aaron Eckhart Michael Caine Maggie Gyllenhaal,Christopher Nolan
Thriller,the dark knight,8.2,Christian Bale Heath Ledger Aaron Eckhart Michael Caine Maggie Gyllenhaal,Christopher Nolan
Animation,up,7.7,Ed Asner Christopher Plummer Jordan Nagai Bob Peterson Delroy Lindo,Pete Docter
Comedy,up,7.7,Ed Asner Christopher Plummer Jordan Nagai Bob Peterson Delroy Lindo,Pete Docter
Family,up,7.7,Ed Asner Christopher Plummer Jordan Nagai Bob Peterson Delroy Lindo,Pete Docter
Adventure,up,7.7,Ed Asner Christopher Plummer Jordan Nagai Bob Peterson Delroy Lindo,Pete Docter
Animation,monsters vs aliens,6.0,Seth Rogen Reese Witherspoon Hugh Laurie Paul Rudd Kiefer Sutherland,Conrad Vernon
Family,monsters vs aliens,6.0,Seth Rogen Reese Witherspoon Hugh Laurie Paul Rudd Kiefer Sutherland,Conrad Vernon
Adventure,monsters vs aliens,6.0,Seth Rogen Reese Witherspoon Hugh Laurie Paul Rudd Kiefer Sutherland,Conrad Vernon
Science,monsters vs aliens,6.0,Seth Rogen Reese Witherspoon Hugh Laurie Paul Rudd Kiefer Sutherland,Conrad Vernon
Fiction,monsters vs aliens,6.0,Seth Rogen Reese Witherspoon Hugh Laurie Paul Rudd Kiefer Sutherland,Conrad Vernon
Action,iron man,7.4,Robert Downey Jr. Terrence Howard Jeff Bridges Shaun Toub Gwyneth Paltrow,Jon Favreau
Science,iron man,7.4,Robert Downey Jr. Terrence Howard Jeff Bridges Shaun Toub Gwyneth Paltrow,Jon Favreau
Fiction,iron man,7.4,Robert Downey Jr. Terrence Howard Jeff Bridges Shaun Toub Gwyneth Paltrow,Jon Favreau
Adventure,iron man,7.4,Robert Downey Jr. Terrence Howard Jeff Bridges Shaun Toub Gwyneth Paltrow,Jon Favreau
Adventure,hugo,7.0,Ben Kingsley Sacha Baron Cohen Asa Butterfield Chlo\u00eb Grace Moretz Ray Winstone,Martin Scorsese
Drama,hugo,7.0,Ben Kingsley Sacha Baron Cohen Asa Butterfield Chlo\u00eb Grace Moretz Ray Winstone,Martin Scorsese
Family,hugo,7.0,Ben Kingsley Sacha Baron Cohen Asa Butterfield Chlo\u00eb Grace Moretz Ray Winstone,Martin Scorsese
Action,wild wild west,5.1,Will Smith Kevin Kline Kenneth Branagh Salma Hayek M. Emmet Walsh,Barry Sonnenfeld
Adventure,wild wild west,5.1,Will Smith Kevin Kline Kenneth Branagh Salma Hayek M. Emmet Walsh,Barry Sonnenfeld
Comedy,wild wild west,5.1,Will Smith Kevin Kline Kenneth Branagh Salma Hayek M. Emmet Walsh,Barry Sonnenfeld
Science,wild wild west,5.1,Will Smith Kevin Kline Kenneth Branagh Salma Hayek M. Emmet Walsh,Barry Sonnenfeld
Fiction,wild wild west,5.1,Will Smith Kevin Kline Kenneth Branagh Salma Hayek M. Emmet Walsh,Barry Sonnenfeld
Western,wild wild west,5.1,Will Smith Kevin Kline Kenneth Branagh Salma Hayek M. Emmet Walsh,Barry Sonnenfeld
Adventure,the mummy: tomb of the dragon emperor,5.2,Brendan Fraser Jet Li John Hannah Maria Bello Luke Ford,Rob Cohen
Action,the mummy: tomb of the dragon emperor,5.2,Brendan Fraser Jet Li John Hannah Maria Bello Luke Ford,Rob Cohen
Fantasy,the mummy: tomb of the dragon emperor,5.2,Brendan Fraser Jet Li John Hannah Maria Bello Luke Ford,Rob Cohen
Action,suicide squad,5.9,Will Smith Margot Robbie Joel Kinnaman Viola Davis Jared Leto,David Ayer
Adventure,suicide squad,5.9,Will Smith Margot Robbie Joel Kinnaman Viola Davis Jared Leto,David Ayer
Crime,suicide squad,5.9,Will Smith Margot Robbie Joel Kinnaman Viola Davis Jared Leto,David Ayer
Fantasy,suicide squad,5.9,Will Smith Margot Robbie Joel Kinnaman Viola Davis Jared Leto,David Ayer
Science,suicide squad,5.9,Will Smith Margot Robbie Joel Kinnaman Viola Davis Jared Leto,David Ayer
Fiction,suicide squad,5.9,Will Smith Margot Robbie Joel Kinnaman Viola Davis Jared Leto,David Ayer
Fantasy,evan almighty,5.3,Steve Carell Lauren Graham John Goodman Jimmy Bennett John Michael Higgins,Tom Shadyac
Comedy,evan almighty,5.3,Steve Carell Lauren Graham John Goodman Jimmy Bennett John Michael Higgins,Tom Shadyac
Family,evan almighty,5.3,Steve Carell Lauren Graham John Goodman Jimmy Bennett John Michael Higgins,Tom Shadyac
Action,edge of tomorrow,7.6,Tom Cruise Emily Blunt Brendan Gleeson Bill Paxton Jonas Armstrong,Doug Liman
Science,edge of tomorrow,7.6,Tom Cruise Emily Blunt Brendan Gleeson Bill Paxton Jonas Armstrong,Doug Liman
Fiction,edge of tomorrow,7.6,Tom Cruise Emily Blunt Brendan Gleeson Bill Paxton Jonas Armstrong,Doug Liman
Adventure,waterworld,5.9,Kevin Costner Chaim Girafi Rick Aviles R. D. Call Zitto Kazann,Kevin Reynolds
Action,waterworld,5.9,Kevin Costner Chaim Girafi Rick Aviles R. D. Call Zitto Kazann,Kevin Reynolds
Adventure,g.i. joe: the rise of cobra,5.6,Dennis Quaid Channing Tatum Marlon Wayans Sienna Miller Joseph Gordon-Levitt,Stephen Sommers
Action,g.i. joe: the rise of cobra,5.6,Dennis Quaid Channing Tatum Marlon Wayans Sienna Miller Joseph Gordon-Levitt,Stephen Sommers
Thriller,g.i. joe: the rise of cobra,5.6,Dennis Quaid Channing Tatum Marlon Wayans Sienna Miller Joseph Gordon-Levitt,Stephen Sommers
Science,g.i. joe: the rise of cobra,5.6,Dennis Quaid Channing Tatum Marlon Wayans Sienna Miller Joseph Gordon-Levitt,Stephen Sommers
Fiction,g.i. joe: the rise of cobra,5.6,Dennis Quaid Channing Tatum Marlon Wayans Sienna Miller Joseph Gordon-Levitt,Stephen Sommers
Drama,inside out,8.0,Amy Poehler Phyllis Smith Richard Kind Bill Hader Lewis Black,Pete Docter
Comedy,inside out,8.0,Amy Poehler Phyllis Smith Richard Kind Bill Hader Lewis Black,Pete Docter
Animation,inside out,8.0,Amy Poehler Phyllis Smith Richard Kind Bill Hader Lewis Black,Pete Docter
Family,inside out,8.0,Amy Poehler Phyllis Smith Richard Kind Bill Hader Lewis Black,Pete Docter
Family,the jungle book,6.7,Neel Sethi Bill Murray Ben Kingsley Idris Elba Scarlett Johansson,Jon Favreau
Adventure,the jungle book,6.7,Neel Sethi Bill Murray Ben Kingsley Idris Elba Scarlett Johansson,Jon Favreau
Drama,the jungle book,6.7,Neel Sethi Bill Murray Ben Kingsley Idris Elba Scarlett Johansson,Jon Favreau
Fantasy,the jungle book,6.7,Neel Sethi Bill Murray Ben Kingsley Idris Elba Scarlett Johansson,Jon Favreau
Adventure,iron man 2,6.6,Robert Downey Jr. Gwyneth Paltrow Don Cheadle Scarlett Johansson Mickey Rourke,Jon Favreau
Action,iron man 2,6.6,Robert Downey Jr. Gwyneth Paltrow Don Cheadle Scarlett Johansson Mickey Rourke,Jon Favreau
Science,iron man 2,6.6,Robert Downey Jr. Gwyneth Paltrow Don Cheadle Scarlett Johansson Mickey Rourke,Jon Favreau
Fiction,iron man 2,6.6,Robert Downey Jr. Gwyneth Paltrow Don Cheadle Scarlett Johansson Mickey Rourke,Jon Favreau
Adventure,snow white and the huntsman,5.8,Kristen Stewart Charlize Theron Chris Hemsworth Sam Claflin Ian McShane,Rupert Sanders
Fantasy,snow white and the huntsman,5.8,Kristen Stewart Charlize Theron Chris Hemsworth Sam Claflin Ian McShane,Rupert Sanders
Drama,snow white and the huntsman,5.8,Kristen Stewart Charlize Theron Chris Hemsworth Sam Claflin Ian McShane,Rupert Sanders
Fantasy,maleficent,7.0,Angelina Jolie Elle Fanning Sharlto Copley Sam Riley Juno Temple,Robert Stromberg
Adventure,maleficent,7.0,Angelina Jolie Elle Fanning Sharlto Copley Sam Riley Juno Temple,Robert Stromberg
Action,maleficent,7.0,Angelina Jolie Elle Fanning Sharlto Copley Sam Riley Juno Temple,Robert Stromberg
Family,maleficent,7.0,Angelina Jolie Elle Fanning Sharlto Copley Sam Riley Juno Temple,Robert Stromberg
Romance,maleficent,7.0,Angelina Jolie Elle Fanning Sharlto Copley Sam Riley Juno Temple,Robert Stromberg
Science,dawn of the planet of the apes,7.3,Andy Serkis Jason Clarke Gary Oldman Keri Russell Toby Kebbell,Matt Reeves
Fiction,dawn of the planet of the apes,7.3,Andy Serkis Jason Clarke Gary Oldman Keri Russell Toby Kebbell,Matt Reeves
Action,dawn of the planet of the apes,7.3,Andy Serkis Jason Clarke Gary Oldman Keri Russell Toby Kebbell,Matt Reeves
Drama,dawn of the planet of the apes,7.3,Andy Serkis Jason Clarke Gary Oldman Keri Russell Toby Kebbell,Matt Reeves
Thriller,dawn of the planet of the apes,7.3,Andy Serkis Jason Clarke Gary Oldman Keri Russell Toby Kebbell,Matt Reeves
Action,the lovers,4.8,Josh Hartnett Simone Kessell Tamsin Egerton Alice Englert Bipasha Basu,Roland Joff\u00e9
Adventure,the lovers,4.8,Josh Hartnett Simone Kessell Tamsin Egerton Alice Englert Bipasha Basu,Roland Joff\u00e9
Science,the lovers,4.8,Josh Hartnett Simone Kessell Tamsin Egerton Alice Englert Bipasha Basu,Roland Joff\u00e9
Fiction,the lovers,4.8,Josh Hartnett Simone Kessell Tamsin Egerton Alice Englert Bipasha Basu,Roland Joff\u00e9
Romance,the lovers,4.8,Josh Hartnett Simone Kessell Tamsin Egerton Alice Englert Bipasha Basu,Roland Joff\u00e9
Drama,47 ronin,5.9,Keanu Reeves Hiroyuki Sanada Kou Shibasaki Tadanobu Asano Min Tanaka,Carl Rinsch
Action,47 ronin,5.9,Keanu Reeves Hiroyuki Sanada Kou Shibasaki Tadanobu Asano Min Tanaka,Carl Rinsch
Adventure,47 ronin,5.9,Keanu Reeves Hiroyuki Sanada Kou Shibasaki Tadanobu Asano Min Tanaka,Carl Rinsch
Fantasy,47 ronin,5.9,Keanu Reeves Hiroyuki Sanada Kou Shibasaki Tadanobu Asano Min Tanaka,Carl Rinsch
Action,captain america: the winter soldier,7.6,Chris Evans Samuel L. Jackson Scarlett Johansson Robert Redford Sebastian Stan,Anthony Russo
Adventure,captain america: the winter soldier,7.6,Chris Evans Samuel L. Jackson Scarlett Johansson Robert Redford Sebastian Stan,Anthony Russo
Science,captain america: the winter soldier,7.6,Chris Evans Samuel L. Jackson Scarlett Johansson Robert Redford Sebastian Stan,Anthony Russo
Fiction,captain america: the winter soldier,7.6,Chris Evans Samuel L. Jackson Scarlett Johansson Robert Redford Sebastian Stan,Anthony Russo
Comedy,shrek forever after,6.0,Mike Myers Eddie Murphy Cameron Diaz Antonio Banderas Julie Andrews,Mike Mitchell
Adventure,shrek forever after,6.0,Mike Myers Eddie Murphy Cameron Diaz Antonio Banderas Julie Andrews,Mike Mitchell
Fantasy,shrek forever after,6.0,Mike Myers Eddie Murphy Cameron Diaz Antonio Banderas Julie Andrews,Mike Mitchell
Animation,shrek forever after,6.0,Mike Myers Eddie Murphy Cameron Diaz Antonio Banderas Julie Andrews,Mike Mitchell
Family,shrek forever after,6.0,Mike Myers Eddie Murphy Cameron Diaz Antonio Banderas Julie Andrews,Mike Mitchell
Adventure,tomorrowland,6.2,Britt Robertson George Clooney Raffey Cassidy Thomas Robinson Hugh Laurie,Brad Bird
Family,tomorrowland,6.2,Britt Robertson George Clooney Raffey Cassidy Thomas Robinson Hugh Laurie,Brad Bird
Mystery,tomorrowland,6.2,Britt Robertson George Clooney Raffey Cassidy Thomas Robinson Hugh Laurie,Brad Bird
Science,tomorrowland,6.2,Britt Robertson George Clooney Raffey Cassidy Thomas Robinson Hugh Laurie,Brad Bird
Fiction,tomorrowland,6.2,Britt Robertson George Clooney Raffey Cassidy Thomas Robinson Hugh Laurie,Brad Bird
Adventure,big hero 6,7.8,Scott Adsit Ryan Potter Daniel Henney T.J. Miller Jamie Chung,Chris Williams
Family,big hero 6,7.8,Scott Adsit Ryan Potter Daniel Henney T.J. Miller Jamie Chung,Chris Williams
Animation,big hero 6,7.8,Scott Adsit Ryan Potter Daniel Henney T.J. Miller Jamie Chung,Chris Williams
Action,big hero 6,7.8,Scott Adsit Ryan Potter Daniel Henney T.J. Miller Jamie Chung,Chris Williams
Comedy,big hero 6,7.8,Scott Adsit Ryan Potter Daniel Henney T.J. Miller Jamie Chung,Chris Williams
Family,wreck-it ralph,7.1,John C. Reilly Sarah Silverman Jack McBrayer Jane Lynch Alan Tudyk,Rich Moore
Animation,wreck-it ralph,7.1,John C. Reilly Sarah Silverman Jack McBrayer Jane Lynch Alan Tudyk,Rich Moore
Comedy,wreck-it ralph,7.1,John C. Reilly Sarah Silverman Jack McBrayer Jane Lynch Alan Tudyk,Rich Moore
Adventure,wreck-it ralph,7.1,John C. Reilly Sarah Silverman Jack McBrayer Jane Lynch Alan Tudyk,Rich Moore
Adventure,the polar express,6.4,Tom Hanks Michael Jeter Nona Gaye Peter Scolari Eddie Deezen,Robert Zemeckis
Animation,the polar express,6.4,Tom Hanks Michael Jeter Nona Gaye Peter Scolari Eddie Deezen,Robert Zemeckis
Family,the polar express,6.4,Tom Hanks Michael Jeter Nona Gaye Peter Scolari Eddie Deezen,Robert Zemeckis
Fantasy,the polar express,6.4,Tom Hanks Michael Jeter Nona Gaye Peter Scolari Eddie Deezen,Robert Zemeckis
Action,independence day: resurgence,4.9,Liam Hemsworth Jeff Goldblum Bill Pullman Maika Monroe Sela Ward,Roland Emmerich
Adventure,independence day: resurgence,4.9,Liam Hemsworth Jeff Goldblum Bill Pullman Maika Monroe Sela Ward,Roland Emmerich
Science,independence day: resurgence,4.9,Liam Hemsworth Jeff Goldblum Bill Pullman Maika Monroe Sela Ward,Roland Emmerich
Fiction,independence day: resurgence,4.9,Liam Hemsworth Jeff Goldblum Bill Pullman Maika Monroe Sela Ward,Roland Emmerich
Fantasy,how to train your dragon,7.5,Jay Baruchel Gerard Butler Craig Ferguson America Ferrera Jonah Hill,Chris Sanders
Adventure,how to train your dragon,7.5,Jay Baruchel Gerard Butler Craig Ferguson America Ferrera Jonah Hill,Chris Sanders
Animation,how to train your dragon,7.5,Jay Baruchel Gerard Butler Craig Ferguson America Ferrera Jonah Hill,Chris Sanders
Family,how to train your dragon,7.5,Jay Baruchel Gerard Butler Craig Ferguson America Ferrera Jonah Hill,Chris Sanders
Action,terminator 3: rise of the machines,5.9,Arnold Schwarzenegger Nick Stahl Claire Danes Kristanna Loken David Andrews,Jonathan Mostow
Thriller,terminator 3: rise of the machines,5.9,Arnold Schwarzenegger Nick Stahl Claire Danes Kristanna Loken David Andrews,Jonathan Mostow
Science,terminator 3: rise of the machines,5.9,Arnold Schwarzenegger Nick Stahl Claire Danes Kristanna Loken David Andrews,Jonathan Mostow
Fiction,terminator 3: rise of the machines,5.9,Arnold Schwarzenegger Nick Stahl Claire Danes Kristanna Loken David Andrews,Jonathan Mostow
Action,guardians of the galaxy,7.9,Chris Pratt Zoe Saldana Dave Bautista Vin Diesel Bradley Cooper,James Gunn
Science,guardians of the galaxy,7.9,Chris Pratt Zoe Saldana Dave Bautista Vin Diesel Bradley Cooper,James Gunn
Fiction,guardians of the galaxy,7.9,Chris Pratt Zoe Saldana Dave Bautista Vin Diesel Bradley Cooper,James Gunn
Adventure,guardians of the galaxy,7.9,Chris Pratt Zoe Saldana Dave Bautista Vin Diesel Bradley Cooper,James Gunn
Adventure,interstellar,8.1,Matthew McConaughey Jessica Chastain Anne Hathaway Michael Caine Casey Affleck,Christopher Nolan
Drama,interstellar,8.1,Matthew McConaughey Jessica Chastain Anne Hathaway Michael Caine Casey Affleck,Christopher Nolan
Science,interstellar,8.1,Matthew McConaughey Jessica Chastain Anne Hathaway Michael Caine Casey Affleck,Christopher Nolan
Fiction,interstellar,8.1,Matthew McConaughey Jessica Chastain Anne Hathaway Michael Caine Casey Affleck,Christopher Nolan
Action,inception,8.1,Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Tom Hardy Ken Watanabe,Christopher Nolan
Thriller,inception,8.1,Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Tom Hardy Ken Watanabe,Christopher Nolan
Science,inception,8.1,Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Tom Hardy Ken Watanabe,Christopher Nolan
Fiction,inception,8.1,Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Tom Hardy Ken Watanabe,Christopher Nolan
Mystery,inception,8.1,Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Tom Hardy Ken Watanabe,Christopher Nolan
Adventure,inception,8.1,Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Tom Hardy Ken Watanabe,Christopher Nolan
Action,shin godzilla,6.5,Hiroki Hasegawa Yutaka Takenouchi Satomi Ishihara Kengo Kora Matsuo Satoru,Hideaki Anno
Adventure,shin godzilla,6.5,Hiroki Hasegawa Yutaka Takenouchi Satomi Ishihara Kengo Kora Matsuo Satoru,Hideaki Anno
Drama,shin godzilla,6.5,Hiroki Hasegawa Yutaka Takenouchi Satomi Ishihara Kengo Kora Matsuo Satoru,Hideaki Anno
Horror,shin godzilla,6.5,Hiroki Hasegawa Yutaka Takenouchi Satomi Ishihara Kengo Kora Matsuo Satoru,Hideaki Anno
Science,shin godzilla,6.5,Hiroki Hasegawa Yutaka Takenouchi Satomi Ishihara Kengo Kora Matsuo Satoru,Hideaki Anno
Fiction,shin godzilla,6.5,Hiroki Hasegawa Yutaka Takenouchi Satomi Ishihara Kengo Kora Matsuo Satoru,Hideaki Anno
Adventure,the hobbit: an unexpected journey,7.0,Ian McKellen Martin Freeman Richard Armitage Andy Serkis Cate Blanchett,Peter Jackson
Fantasy,the hobbit: an unexpected journey,7.0,Ian McKellen Martin Freeman Richard Armitage Andy Serkis Cate Blanchett,Peter Jackson
Action,the hobbit: an unexpected journey,7.0,Ian McKellen Martin Freeman Richard Armitage Andy Serkis Cate Blanchett,Peter Jackson
Action,the fast and the furious,6.6,Paul Walker Vin Diesel Michelle Rodriguez Jordana Brewster Rick Yune,Rob Cohen
Crime,the fast and the furious,6.6,Paul Walker Vin Diesel Michelle Rodriguez Jordana Brewster Rick Yune,Rob Cohen
Thriller,the fast and the furious,6.6,Paul Walker Vin Diesel Michelle Rodriguez Jordana Brewster Rick Yune,Rob Cohen
Fantasy,the curious case of benjamin button,7.3,Cate Blanchett Brad Pitt Tilda Swinton Julia Ormond Elle Fanning,David Fincher
Drama,the curious case of benjamin button,7.3,Cate Blanchett Brad Pitt Tilda Swinton Julia Ormond Elle Fanning,David Fincher
Thriller,the curious case of benjamin button,7.3,Cate Blanchett Brad Pitt Tilda Swinton Julia Ormond Elle Fanning,David Fincher
Mystery,the curious case of benjamin button,7.3,Cate Blanchett Brad Pitt Tilda Swinton Julia Ormond Elle Fanning,David Fincher
Romance,the curious case of benjamin button,7.3,Cate Blanchett Brad Pitt Tilda Swinton Julia Ormond Elle Fanning,David Fincher
Action,x-men: first class,7.1,James McAvoy Michael Fassbender Jennifer Lawrence Kevin Bacon Rose Byrne,Matthew Vaughn
Science,x-men: first class,7.1,James McAvoy Michael Fassbender Jennifer Lawrence Kevin Bacon Rose Byrne,Matthew Vaughn
Fiction,x-men: first class,7.1,James McAvoy Michael Fassbender Jennifer Lawrence Kevin Bacon Rose Byrne,Matthew Vaughn
Adventure,x-men: first class,7.1,James McAvoy Michael Fassbender Jennifer Lawrence Kevin Bacon Rose Byrne,Matthew Vaughn
Action,the hunger games: mockingjay - part 2,6.6,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,Francis Lawrence
Adventure,the hunger games: mockingjay - part 2,6.6,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,Francis Lawrence
Science,the hunger games: mockingjay - part 2,6.6,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,Francis Lawrence
Fiction,the hunger games: mockingjay - part 2,6.6,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,Francis Lawrence
Fantasy,the sorcerer's apprentice,5.8,Nicolas Cage Jay Baruchel Monica Bellucci Alfred Molina Teresa Palmer,Jon Turteltaub
Adventure,the sorcerer's apprentice,5.8,Nicolas Cage Jay Baruchel Monica Bellucci Alfred Molina Teresa Palmer,Jon Turteltaub
Action,the sorcerer's apprentice,5.8,Nicolas Cage Jay Baruchel Monica Bellucci Alfred Molina Teresa Palmer,Jon Turteltaub
Comedy,the sorcerer's apprentice,5.8,Nicolas Cage Jay Baruchel Monica Bellucci Alfred Molina Teresa Palmer,Jon Turteltaub
